n	features	TSS	database	col1	col2
0	TSS coverage	chr14:103457731:103459732:+:MARK3;XM_047431396.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr14:103457731:103459732:+:MARK3;XM_047431396.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:26912974:26914975:-:NR0B2,NR0B2;NM_021969.3,XM_011542297.4;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:26912974:26914975:-:NR0B2,NR0B2;NM_021969.3,XM_011542297.4;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:26912974:26914975:-:NR0B2,NR0B2;NM_021969.3,XM_011542297.4;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:44969030:44971031:-:EIF2B3;XM_047433501.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:44969030:44971031:-:EIF2B3;XM_047433501.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:44969030:44971031:-:EIF2B3;XM_047433501.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr9:97523140:97525141:+:TMOD1;XM_047423825.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:97523140:97525141:+:TMOD1;XM_047423825.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:97523140:97525141:+:TMOD1;XM_047423825.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:25251130:25253131:-:DNMT3A,DNMT3A,DNMT3A;NM_001320893.1,XM_047443596.1,XM_047443597.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:25251130:25253131:-:DNMT3A,DNMT3A,DNMT3A;NM_001320893.1,XM_047443596.1,XM_047443597.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:25251130:25253131:-:DNMT3A,DNMT3A,DNMT3A;NM_001320893.1,XM_047443596.1,XM_047443597.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr3:157494505:157496506:-:VEPH1,VEPH1;NM_001167917.1,XM_047448923.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:157494505:157496506:-:VEPH1,VEPH1;NM_001167917.1,XM_047448923.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:157494505:157496506:-:VEPH1,VEPH1;NM_001167917.1,XM_047448923.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:1852083:1854084:+:LSP1;NM_002339.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:1852083:1854084:+:LSP1;NM_002339.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:1852083:1854084:+:LSP1;NM_002339.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr21:43168007:43170008:+:CRYAA;NM_000394.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr21:43168007:43170008:+:CRYAA;NM_000394.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr21:43168007:43170008:+:CRYAA;NM_000394.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr16:81090183:81092184:-:GCSH;XM_017023137.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:81090183:81092184:-:GCSH;XM_017023137.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:81090183:81092184:-:GCSH;XM_017023137.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:6788527:6790528:+:CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4;NM_000616.5,NM_001195014.3,NM_001195015.3,NM_001195016.3,NM_001195017.3,NM_001382705.1,NM_001382706.1,NM_001382707.1,NM_001382714.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:6788527:6790528:+:CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4;NM_000616.5,NM_001195014.3,NM_001195015.3,NM_001195016.3,NM_001195017.3,NM_001382705.1,NM_001382706.1,NM_001382707.1,NM_001382714.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:6788527:6790528:+:CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4,CD4;NM_000616.5,NM_001195014.3,NM_001195015.3,NM_001195016.3,NM_001195017.3,NM_001382705.1,NM_001382706.1,NM_001382707.1,NM_001382714.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:168785538:168787539:+:NOSTRIN;NM_001171631.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:168785538:168787539:+:NOSTRIN;NM_001171631.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:168785538:168787539:+:NOSTRIN;NM_001171631.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:19717442:19719443:+:SEPTIN5;NM_001009939.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:19717442:19719443:+:SEPTIN5;NM_001009939.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:19717442:19719443:+:SEPTIN5;NM_001009939.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:185655745:185657746:-:SORBS2,SORBS2,SORBS2,SORBS2;NM_001145674.3,NM_001145675.3,NM_001394273.1,NM_001394277.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:185655745:185657746:-:SORBS2,SORBS2,SORBS2,SORBS2;NM_001145674.3,NM_001145675.3,NM_001394273.1,NM_001394277.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:185655745:185657746:-:SORBS2,SORBS2,SORBS2,SORBS2;NM_001145674.3,NM_001145675.3,NM_001394273.1,NM_001394277.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr13:33015242:33017243:+:KL;XM_006719895.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:33015242:33017243:+:KL;XM_006719895.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr13:33015242:33017243:+:KL;XM_006719895.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr9:213864:215865:+:DOCK8,DOCK8,DOCK8,DOCK8;NM_203447.4,XM_047423928.1,XM_047423929.1,XM_047423932.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:213864:215865:+:DOCK8,DOCK8,DOCK8,DOCK8;NM_203447.4,XM_047423928.1,XM_047423929.1,XM_047423932.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:213864:215865:+:DOCK8,DOCK8,DOCK8,DOCK8;NM_203447.4,XM_047423928.1,XM_047423929.1,XM_047423932.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:59074692:59076693:-:TRIM37;XM_017024673.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:59074692:59076693:-:TRIM37;XM_017024673.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:59074692:59076693:-:TRIM37;XM_017024673.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr5:69166149:69168150:+:CCNB1,CCNB1,CCNB1;NM_001354844.2,NM_001354845.2,NM_031966.4;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr5:69166149:69168150:+:CCNB1,CCNB1,CCNB1;NM_001354844.2,NM_001354845.2,NM_031966.4;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:69166149:69168150:+:CCNB1,CCNB1,CCNB1;NM_001354844.2,NM_001354845.2,NM_031966.4;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:56010402:56012403:+:IKZF4;XM_047429342.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:56010402:56012403:+:IKZF4;XM_047429342.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:56010402:56012403:+:IKZF4;XM_047429342.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:33063887:33065888:-:RHPN2;NM_033103.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:33063887:33065888:-:RHPN2;NM_033103.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:33063887:33065888:-:RHPN2;NM_033103.5;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:35341557:35343558:+:PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD;NM_001171818.2,NM_001171819.2,NM_001171820.2,NM_006238.5,NM_177435.3,XM_005249193.2,XM_006715123.2,XM_011514707.2,XM_011514710.2,XM_017010973.2,XM_017010974.2,XM_047418915.1,XM_047418916.1,XM_047418917.1,XM_047418918.1,XM_047418919.1,XM_047418920.1,XM_047418921.1,XM_047418922.1,XM_047418923.1,XM_047418924.1,XM_047418925.1,XM_047418928.1,XM_047418929.1,XM_047418930.1,XM_047418932.1,XM_047418933.1,XM_047418934.1,XM_047418935.1,XM_047418936.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:35341557:35343558:+:PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD;NM_001171818.2,NM_001171819.2,NM_001171820.2,NM_006238.5,NM_177435.3,XM_005249193.2,XM_006715123.2,XM_011514707.2,XM_011514710.2,XM_017010973.2,XM_017010974.2,XM_047418915.1,XM_047418916.1,XM_047418917.1,XM_047418918.1,XM_047418919.1,XM_047418920.1,XM_047418921.1,XM_047418922.1,XM_047418923.1,XM_047418924.1,XM_047418925.1,XM_047418928.1,XM_047418929.1,XM_047418930.1,XM_047418932.1,XM_047418933.1,XM_047418934.1,XM_047418935.1,XM_047418936.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:35341557:35343558:+:PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD,PPARD;NM_001171818.2,NM_001171819.2,NM_001171820.2,NM_006238.5,NM_177435.3,XM_005249193.2,XM_006715123.2,XM_011514707.2,XM_011514710.2,XM_017010973.2,XM_017010974.2,XM_047418915.1,XM_047418916.1,XM_047418917.1,XM_047418918.1,XM_047418919.1,XM_047418920.1,XM_047418921.1,XM_047418922.1,XM_047418923.1,XM_047418924.1,XM_047418925.1,XM_047418928.1,XM_047418929.1,XM_047418930.1,XM_047418932.1,XM_047418933.1,XM_047418934.1,XM_047418935.1,XM_047418936.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:91499850:91501851:+:CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134419.2,NM_003503.4,XM_005271241.3,XM_005271244.4,XM_017002425.3,XM_017002426.2,XM_017002427.3,XM_047431372.1,XM_047431373.1,XM_047431374.1,XM_047431375.1,XM_047431376.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:91499850:91501851:+:CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134419.2,NM_003503.4,XM_005271241.3,XM_005271244.4,XM_017002425.3,XM_017002426.2,XM_017002427.3,XM_047431372.1,XM_047431373.1,XM_047431374.1,XM_047431375.1,XM_047431376.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:91499850:91501851:+:CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134419.2,NM_003503.4,XM_005271241.3,XM_005271244.4,XM_017002425.3,XM_017002426.2,XM_017002427.3,XM_047431372.1,XM_047431373.1,XM_047431374.1,XM_047431375.1,XM_047431376.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:56010413:56012414:+:IKZF4;XM_047429344.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:56010413:56012414:+:IKZF4;XM_047429344.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:56010413:56012414:+:IKZF4;XM_047429344.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:99560897:99562898:+:ZNF655;XM_047420830.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:99560897:99562898:+:ZNF655;XM_047420830.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:99560897:99562898:+:ZNF655;XM_047420830.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:36482313:36484314:-:CSF3R,CSF3R,CSF3R,CSF3R;NM_156039.3,XM_005270493.1,XM_011540749.1,XM_047446753.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:36482313:36484314:-:CSF3R,CSF3R,CSF3R,CSF3R;NM_156039.3,XM_005270493.1,XM_011540749.1,XM_047446753.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:36482313:36484314:-:CSF3R,CSF3R,CSF3R,CSF3R;NM_156039.3,XM_005270493.1,XM_011540749.1,XM_047446753.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:153626504:153628505:-:S100A13,S100A13;NM_001024211.2,NM_001024213.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:153626504:153628505:-:S100A13,S100A13;NM_001024211.2,NM_001024213.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:153626504:153628505:-:S100A13,S100A13;NM_001024211.2,NM_001024213.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:51416641:51418642:-:SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10;NM_001171156.2,NM_001171157.2,NM_001171158.2,NM_001171159.2,NM_001171161.2,NM_001322105.2,NM_033130.5,XM_005259366.6,XM_005259367.5,XM_047439600.1,XM_047439601.1,XM_047439602.1,XM_047439603.1,XM_047439604.1,XM_047439605.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:51416641:51418642:-:SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10;NM_001171156.2,NM_001171157.2,NM_001171158.2,NM_001171159.2,NM_001171161.2,NM_001322105.2,NM_033130.5,XM_005259366.6,XM_005259367.5,XM_047439600.1,XM_047439601.1,XM_047439602.1,XM_047439603.1,XM_047439604.1,XM_047439605.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:51416641:51418642:-:SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10;NM_001171156.2,NM_001171157.2,NM_001171158.2,NM_001171159.2,NM_001171161.2,NM_001322105.2,NM_033130.5,XM_005259366.6,XM_005259367.5,XM_047439600.1,XM_047439601.1,XM_047439602.1,XM_047439603.1,XM_047439604.1,XM_047439605.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:35577570:35579571:-:PEX12;NM_000286.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr17:35577570:35579571:-:PEX12;NM_000286.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:35577570:35579571:-:PEX12;NM_000286.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:136861207:136863208:+:NCK1,NCK1,NCK1;NM_001291999.2,NM_006153.6,XM_047448189.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:136861207:136863208:+:NCK1,NCK1,NCK1;NM_001291999.2,NM_006153.6,XM_047448189.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:136861207:136863208:+:NCK1,NCK1,NCK1;NM_001291999.2,NM_006153.6,XM_047448189.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:41285681:41287682:-:TREM1,TREM1,TREM1,TREM1,TREM1;NM_001242589.3,NM_001242590.3,NM_018643.5,XM_011514696.3,XM_011514697.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:41285681:41287682:-:TREM1,TREM1,TREM1,TREM1,TREM1;NM_001242589.3,NM_001242590.3,NM_018643.5,XM_011514696.3,XM_011514697.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:41285681:41287682:-:TREM1,TREM1,TREM1,TREM1,TREM1;NM_001242589.3,NM_001242590.3,NM_018643.5,XM_011514696.3,XM_011514697.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:195612028:195614029:+:SLC39A10;XM_011511504.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:195612028:195614029:+:SLC39A10;XM_011511504.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:195612028:195614029:+:SLC39A10;XM_011511504.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:41700449:41702450:+:MEI1;XM_011529942.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:41700449:41702450:+:MEI1;XM_011529942.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:41700449:41702450:+:MEI1;XM_011529942.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:108745673:108747674:+:STXBP3;NM_007269.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:108745673:108747674:+:STXBP3;NM_007269.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:108745673:108747674:+:STXBP3;NM_007269.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:116524035:116526036:+:CAV1;NM_001753.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:116524035:116526036:+:CAV1;NM_001753.5;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr7:116524035:116526036:+:CAV1;NM_001753.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:33334747:33336748:+:HIPK3;XM_047426225.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:33334747:33336748:+:HIPK3;XM_047426225.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:33334747:33336748:+:HIPK3;XM_047426225.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:148444507:148446508:-:NR3C2;XM_047415708.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:148444507:148446508:-:NR3C2;XM_047415708.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr4:148444507:148446508:-:NR3C2;XM_047415708.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:48942079:48944080:+:ARIH2;XM_017005535.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:48942079:48944080:+:ARIH2;XM_017005535.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:48942079:48944080:+:ARIH2;XM_017005535.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:117876429:117878430:-:FXYD6;NM_001164831.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:117876429:117878430:-:FXYD6;NM_001164831.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:117876429:117878430:-:FXYD6;NM_001164831.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:144138962:144140963:+:STX11,STX11,STX11,STX11;XM_011536213.3,XM_011536218.3,XM_047419436.1,XM_047419439.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:144138962:144140963:+:STX11,STX11,STX11,STX11;XM_011536213.3,XM_011536218.3,XM_047419436.1,XM_047419439.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:144138962:144140963:+:STX11,STX11,STX11,STX11;XM_011536213.3,XM_011536218.3,XM_047419436.1,XM_047419439.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr4:39722383:39724384:+:UBE2K;XM_047450157.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr4:39722383:39724384:+:UBE2K;XM_047450157.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:39722383:39724384:+:UBE2K;XM_047450157.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:131528697:131530698:+:CCDC74A;XM_005263836.5;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:131528697:131530698:+:CCDC74A;XM_005263836.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:131528697:131530698:+:CCDC74A;XM_005263836.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:2960970:2962971:-:SERPINB6;XM_047418891.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:2960970:2962971:-:SERPINB6;XM_047418891.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:2960970:2962971:-:SERPINB6;XM_047418891.1;mRNA:gini	GeneCards	"#996666"	"orange"
